HWMC,U_CODE
套锅两件套,1080422000000000000
运输服务346680,3010102020100000000
液氯加工费,2010500000000000000
试点报告、会议手册,1060201990000000000
运输服务400507,3010102020100000000
轴承NJ414M,1090123010000000000
*交通运输设备*F102杯托U形卡扣钢条,1090310019900000000
单相异步电机 RoHS YKT-30-4-18 220V 50Hz,1090403020000000000
前罩撑条固定卡扣,1090310019900000000
90℃无卤低烟阻燃辐照绝缘料(DZ-1)(安缆)(7#配方),1070602010000000000
330ML拉罐轻45青苹15百10极度15,1030307010000000000
【苏宁超市】喜之郎 乳酸果冻 360g/袋,1030202070100000000
熔断器(含zk:91.42净值365.68),1090407020000000000
10011938电气产品LRD350C,1090407020000000000
【京东超市】欧莱雅（LOREAL）男士水能保湿滋润乳 50ml（男士乳液面霜 持续保湿护肤霜）,1070223020000000000
45°丹泉洞藏5年,1030302000000000000
复方氨肽素片(迪银)(套盒)\2017001\重庆华邦,1070302050000000000
舒客专业清新牙膏（劲爽薄荷）105克,1070224010000000000
AS22轮罩PP玻纤板,1090310019900000000
品利中级初榨橄榄油（2l PET瓶装）,1030105010400000000
采修班质量标准化日检台账,1060201990000000000
小覆盖件,1090310029900000000
照明配电箱 PZ30-4,1090408060000000000
MDV-400(14)W/D2SN1-8V1变频多联机室外机,1090131040000000000
13123587电气产品DZ47SN6C40,1090407020000000000
汇泰龙HF-93119心形单层浴室挂篮(ZF)镜光^8只/箱,1080417000000000000
平消片（套盒）\161202,1070304040000000000
土壤比重瓶,1080112990000000000
断路器(含zk:1432.61净值2148.91),1090407020000000000
飞利浦金卤镇流器,1090424080000000000
黑纯芝麻油225ml,1030105010400000000
运输服务345078,3010102020100000000
尼康单反相机D750(24-85),1090622010000000000
52度经典烈焰蒸馏酒,1030305000000000000
11203108电气产品CDB6LEI2C16,1090407020000000000
电气板支架电泳加工费,2010500000000000000
英特曼（Etman）ACPW0710米10A5孔延长线三芯插头电源插座延长线插排10M电风扇拖线,1090407030000000000
300ml茶水杯,1070601120000000000
11184417电气产品DZ47SN3C63,1090407020000000000
膨胀水壶带盖总成（包含94680-Y5）,1090310019900000000
11593916电气产品CDM363,1090407020000000000
纽扣电池（LR44）,1090413010100000000
麦宝隆有盖卫生桶,1070601120000000000
运输服务352342,3010102020100000000
乳粉（大肠菌群/定量测试）,1070214010000000000
超白钢化夹胶单面彩釉玻璃,1080110010000000000
洗手台,1050201010000000000
白皮箱_C1147.6-1,1060105010000000000
二序下模芯,1090211070000000000
接触器(含zk:197.23净值788.93),1090407020000000000
运输服务616860,3010102020100000000
统一汤达人日式豚骨拉面杯主题活动版,1030203030000000000
夏季工作服(裤子),1040201990000000000
红色女郎41022  200克小盒,1060105010000000000
玻璃拇指杯六件套,1080114010000000000
小浣熊系列意大利红烩袋北16年下,1030203030000000000
奥特朗电热水器DSF439-85,1090418040000000000
245/40ZR18 97W XL,1070501020000000000
爱普生  S015066/C13S015579 色带架  黑色 （适用 DLQ-,1090512990000000000
加厚布同步带,1070502000000000000
好奇铂金装中号46片,1060105040000000000
三佳利哈密瓜味碳酸饮料,1030307010000000000
蜗牛弹润修护原液30ml,1070223020000000000
美菱1502注塑模,1090211050000000000
龙信二手车认证★(0010926416),1090310019900000000
LU工程定修工事相关保温施工,3050100000000000000
包装箱6-EVF-38/5只,1060105010000000000
KR11-59079,1090137020000000000
12827896电气产品CDBKZ2C32,1090407020000000000
人血白蛋白(韩国绿十字株式会社、211C17508),1070302030000000000
运输服务776906,3010102020100000000
断路器(含zk:341.41净值1365.64),1090407020000000000
丝芙兰小银狐奇幻星空彩妆盘,1070223040000000000
色别带(黄色),1090512990000000000
H3C S5110-28P以太网交换机及H3C S5100以太网交换机软件V1.0,1090510030000000000
（年糖桶）1250酥心糖桶-16年/650G*12桶,1030202010000000000
运输服务349691,3010102020100000000
10061475电气产品W316N103DH2A2,1090407020000000000
10828016电气产品M3100S633300,1090407020000000000
箱变门锁,1080416000000000000
主侧冷水水泵,1090117010000000000
英谷门禁线性电源YGMJYQ6633A，DC12V3A,1090510990000000000
衬套,1090310019900000000
丙烯酸大红,1070208010000000000
13136230电气产品HRUCDB3WL1B25,1090407020000000000
定子切入冲头,1090211020000000000
12853833电气产品CDW940,1090407020000000000
太古优级白砂糖包7.5g*424,1030106020000000000
男孩布朗长袖T恤16D5109黑色L,1040201100000000000
妥布霉素滴眼液(套盒)\170305\南京天朗,1070302090000000000
HU033纸箱 天地盖,1060105010000000000
丘比沙拉酱(香甜)200g,1030206040000000000
大流量双油品双枪双显潜油泵,1090626010100000000
散热器支撑下软垫,1090310019900000000
250ML*12纯牛奶,1030204010000000000
自动存取款一体机,1090626020000000000
断路器(含zk:791.55净值3166.20),1090407020000000000
PE直管,1070601030000000000
炒苦杏仁/20150701,1070303010000000000
*交通运输设备*整车地板,1090310019900000000
宝锋（BAOFENG）UV-5R商用手动调频双频UV双段对讲机银翼款,1090505990000000000
自爆灭火器4公斤,1090253020000000000
F102七座管件模具,1090211990000000000
326795-98000816 正山庄西洋参,1070303010000000000
铜陵海螺AB线辊压机技改项目机电设备安装工程,3050100000000000000
11287759电气产品CDB6S4C63,1090407020000000000
九阳电饭煲3L家用保温定时智能预约JYF-30FE05,1090417010000000000
禹城市-淮安区鲁AA6B18,3010102020100000000
空调KFR-72LW/(72584)FNBa-A3(含管)顶(月光银),1090415010000000000
风批头六角头  S5*100,1080404110000000000
尼康COOLPIX S6900数码相机,1090622010000000000
"门面总成模块-组件227LSFCA冷冻光之韵,平面",1080110029900000000
LY5512/L2玻璃杯,1080114010000000000
钢丝拉索,1080412010000000000
醇酸调合漆（乳白）,1070208010000000000
菲皙橄榄油保湿洁面皂马赛皂125g/块,1070222010000000000
格力（GREE）T朗KFR-50LW/(50589)FNAa-A3,1090415010000000000
座圈车外径F5C-IN,1090199000000000000
11243342电气产品CDB6I2D10,1090407020000000000
12009912电气产品DZ47SLEN6C40,1090407020000000000
黑砂角磨片,1080128030000000000
巧克力棉花糖蛋糕,1030201010000000000
牛仔直筒哈伦裤,1040201130000000000
热熔器焊头,1090110040000000000
阿德福韦酯胶囊（170401苏州二叶）,1070302060000000000
1/2气动扳手610N.m,1080404040000000000
齐鲁黑色SS201704250421,1070208010000000000
[B3540200]制动主缸带油壶总成,1090310019900000000
特种车条款-商车三者险-挂车,3060302990000000000
R-HE_35NC面板,1070601990000000000
注射用奥扎格雷钠\20170922\南京南大,1070302020000000000
386266-99005610 北柴胡,1070303010000000000
娜菲妮蜂王浆滋养精华保湿精华面膜*10片,1070223010000000000
客房员工上衣,1040201990000000000
卡士120g原味鲜酪乳三联塑封24支纸箱装,1030204020000000000
喷砂机地沟废水改造加工,2010500000000000000
09906647电气产品CDM3L250,1090407020000000000
盐酸吡格列酮片/瑞彤,1070302050000000000
创意CY35-14文件袋,1060105020000000000
接触器(含zk:373.13净值1492.50),1090407020000000000
绿色安全细梁挂锁,1080416000000000000
运输服务814598,3010102020100000000
打印复印费,3040301030000000000
"色母RoHSSM-PP-SL326蓝色,SL326LDPE",1070602010000000000
博朗（BRAUN）欧乐BDB4510电动牙刷,1090419040000000000
超市黄板,1050103990000000000
脱模剂50A,1070214090000000000
6.5盎司口杯,1070601120000000000
左前柱加强板总成（GC7、电泳）,1090310019900000000
11984924电气产品M6I125L1253340A,1090407020000000000
梅毒螺旋体抗体测定试剂盒（化学发光法）,1070307090000000000
局端办公路由器扩容,1090510030000000000
松下250焊机3M焊枪,1090110040000000000
运输服务735845,3010102020100000000
双V下模DM201612023,1090211020000000000
快速弯接头,1080414040000000000
半髋臼外帽50mm,1070603030000000000
美泰芭比之生日系列-7-12月 1套装,1060408060000000000
起航笑脸气球,1060408060000000000
1000kg轻碱套袋,1070601060000000000
气门导管维修费,2020000000000000000
运输服务464302,3010102020100000000
侧门框左前管,1090310019900000000
12902753电气产品DZ47SLEN2C63,1090407020000000000
康师傅香菇炖鸡面  103克/桶,1030203030000000000
运输服务628526,3010102020100000000
百雀羚水嫩眼霜 .,1070223020000000000
奥博帝古堡红葡萄酒2011,1030305000000000000
运输服务849150,3010102020100000000
PVC梅花管（硬直管）,1070601030000000000
合成岗位外操巡查记录,1060201990000000000
纺织染料-活性黄,1070211010000000000
华亚PE弯头,1070601040000000000
安佳牛油粒,1030107040000000000
豪沃空滤出气弯管,1090310019900000000
芭妮兰D阴影提亮宝盒,1070223020000000000
台式机 OptiPlex 7050 微塔式机箱 CTO,1090509010000000000
电容CC41-0805-CG -100V-15pF-J(N),1090519010000000000
维达细韧3层量版装抽取式面巾纸,1060105040000000000
成人四肢电极,1090242100000000000
重庆至重庆 渝BS7183,3010102020100000000
运输服务489690,3010102020100000000
运输服务541534,3010102020100000000
实心轮胎(含钢圈）,1070501040000000000
W型刀片,1080403030000000000
太阳能电池演示器,1090413030000000000
10118318 移动电源DLC10400(蓝),1090603070000000000
812341720电气产品LS8F18432,1090407020000000000
得力S941原木铅笔(原木色)(30支/筒),1060402010300000000
NLED8023ND1 9W-4000K 99LED酒店筒灯,1090424010000000000
运输服务783170,3010102020100000000
安徽省合肥大洋百货李宁七代优化店装修费,3050400000000000000
大砖,1080103090000000000
摩磨擦-钢珠笔0.5 蓝,1060402010200000000
完达山新版未来冠军儿童成长牛奶饮品（草莓),1030307030000000000
JC26s+70D氨纶罗纹布,1040101060000000000
丹姿悦植粹玫瑰透亮弹力面膜,1070223010000000000
防雷器 AK 2×952575+MVS123,1090407010000000000
*工业车辆*柴滤总成,1090113050000000000
10寸明杆式RO滤芯双孔盖（自制）,1090130010000000000
合纤制男式长裤,1040201140000000000
电容140681,1090519010000000000
迪尔马奇新品潮男士条纹衬衫七分袖修身休,1040201080000000000
司盘80(司班80),1070214010000000000
威驰锋势轿车(LFMC8E2H7H0337456),1090305010200000000
金达克宁(酮康唑乳膏),1070302100000000000
200ml霸王乌发固发洗发液（终端）,1070223010000000000
运输服务842926,3010102020100000000
喉镜附件：窥视片（成人中号）,1090245020000000000
佰草集新七白美白嫩肤面膜（焕新版）（非卖,1070223020000000000
奥美拉唑肠溶胶囊(套盒)\170101\海南三叶,1070302060000000000
直流接触器DC88-317T/24V,1090310019900000000
六角模对边11.35下模,1090211070000000000
扬天T4900CI5-4590电脑,1090509010000000000
气缸盖总成（带阀）,1090102060000000000
10099277电气产品M3100S633300,1090407020000000000
550503髋关节系统组件,1090247020000000000
洗片夹,1090615060000000000
BNi2焊料,1070221010000000000
康师傅小虎队彩笛卷（巧克力）,1030201030000000000
DUFLON K800 XL(S) 大红面漆 SC43115 Ⅲ,1070208020000000000
钻石碗六件套,1080114010000000000
甲醇中正己烷（坛墨）,1070214010000000000
包装下泡沫RoHSKFR-120W/S-590.QT-1,1070601070000000000
10881674电气产品M3250S125A300,1090407020000000000
装载机CXG00951C001H0332,1090203010000000000
理工大单页过塑 过塑,1060201030000000000
航世（B.O.W）HW098C 巧克力静音按键办公无线键盘 黑色,1090512990000000000
爱仕达电水壶AWS15G701,1090417030000000000
10534129电气产品CDM1100L1003,1090407020000000000
10kv光伏分裂欧式箱变,1090404010000000000
2甲4氯钠水剂,1070206020000000000
110KV三相小型化铝壳体正装兴驰,1090411020000000000
夏季分体工作服,1040201990000000000
13581219电气产品DZ47SLEN6C63,1090407020000000000
11096412电气产品DZ47SN3C10,1090407020000000000
小猪佩奇蔓越莓曲奇饼干120g,1030201030000000000
魔豆哩咕17秋打底裤7173502804深灰120,1040201240000000000
福斯水溶性切削液,1070101070000000000
小斜条衬衫粉红南,1040201070000000000
秋季劳保服(长袖),1040201990000000000
11436986电气产品M363S163300,1090407020000000000
运输服务513509,3010102020100000000
孔雀公主绿茶新口气牙膏60g,1070224010000000000
荣耀畅玩6A 全网通高配版（玫瑰金）（DLI-AL10）,1090505010000000000
巴布豆童鞋53171250桃红170,1040204990000000000
交织布,1040101050000000000
十字轴式万向联轴器010050323,1090124070000000000
09727597电气产品902H117,1090407020000000000
T2010铰刀_302015034,1080403010000000000
双钱柠檬皂,1070222010000000000
动力后悬置右支撑,1090310019900000000
组合格卡-A（2247980190：540*253）*1+B(2247980192：258*253)*2,1060105010000000000
*工业车辆*内齿圈座,1090113050000000000
面板(外购),1090310019900000000
空调器 KFR-35GW/BP2DN1Y-IA(A3) 变频 分体套机 月光白 美的,1090415010000000000
绝缘板(底)CSU-250B/F,1090408060000000000
门窗开关总成JK9802 09.02.02.822,1090310019900000000
多联机,1090131040000000000
240g*12包梅尼耶干蛋糕纸箱,1060105010000000000
温度流量系统控制箱,1090408060000000000
YE3-112M-2/4kW-(17A0113LN000),1090403020000000000
内蒙古老酸奶芝士味,1030204010000000000
*生物化学制品*Xba I内切酶[NEB R0145S 3000U],1070307100000000000
万里足女棉开口拖w079536-40cm,1040204020000000000
好丽友Q蒂摩卡巧克力蛋糕20枚560g,1030201010000000000
13520676电气产品M6I250M2503200,1090407020000000000
QC小组评审服务费,3040603000000000000
倍康银贝加大码尿片（,1060105040000000000
南昌至昆山市运费赣C45838,3010102020100000000
字母棒球帽黑 .,1040205010000000000
米家空气净化器Pro,1090522010000000000
思域  （CIVIC）★LVHFC1660H6078394,1090305010200000000
手选甘草西瓜子,1030111070000000000
盐酸氨溴索口服溶液(套盒\160701\北医科大,1070302130000000000
运输服务1846698,3010102020100000000
PTH沉铜,1070215990000000000
电炉圆钢18CrNiMo7-6,1080207040000000000
微电机,1090403050000000000
自然堂鲜嫩保湿护手霜50g试用装,1070223020000000000
戴尔(DELL)灵越Inspiron 3647-R8738B 台,1090509010000000000
运输服务671244,3010102020100000000
